FAMA-model_20100712_329430908.xml , 20 , 640.0 , 156
_r_2_15 , _r_4_13 , 160.0 , 405
_r_2_15 , _r_5 , 320.0 , 109
_r_2_15 , _r_5_6 , 320.0 , 374
_r_2_15 , _r_5_7 , 320.0 , 94
_r_2_15 , _r_8 , 256.0 , 421
_r_2_15 , _r_8_10 , 128.0 , 125
_r_2_15 , _r_8_9 , 128.0 , 374
_r_2_15 , card product , 320.0 , 94
_r_2_16 , _r_2_17 , 160.0 , 406
_r_2_16 , _r_2_18 , 320.0 , 93
_r_2_16 , _r_2_19 , 320.0 , 390
_r_2_16 , _r_3 , 320.0 , 109
_r_2_16 , _r_3_14 , 160.0 , 375
_r_2_16 , _r_4 , 320.0 , 93
_r_2_16 , _r_4_11 , 160.0 , 390
_r_2_16 , _r_4_12 , 160.0 , 94
_r_2_16 , _r_4_13 , 160.0 , 374
_r_2_16 , _r_5 , 320.0 , 110
_r_2_16 , _r_5_6 , 320.0 , 374
_r_2_16 , _r_5_7 , 320.0 , 109
_r_2_16 , _r_8 , 256.0 , 375
_r_2_16 , _r_8_10 , 128.0 , 93
_r_2_16 , _r_8_9 , 128.0 , 375
_r_2_16 , card product , 320.0 , 109
_r_2_17 , _r_2_18 , 320.0 , 374
_r_2_17 , _r_2_19 , 320.0 , 94
_r_2_17 , _r_3 , 320.0 , 390
_r_2_17 , _r_3_14 , 160.0 , 109
_r_2_17 , _r_4 , 320.0 , 374
_r_2_17 , _r_4_11 , 160.0 , 110
_r_2_17 , _r_4_12 , 160.0 , 390
_r_2_17 , _r_4_13 , 160.0 , 93
_r_2_17 , _r_5 , 320.0 , 406
_r_2_17 , _r_5_6 , 320.0 , 93
_r_2_17 , _r_5_7 , 320.0 , 406
_r_2_17 , _r_8 , 256.0 , 93
_r_2_17 , _r_8_10 , 128.0 , 375
_r_2_17 , _r_8_9 , 128.0 , 93
_r_2_17 , card product , 320.0 , 406
_r_2_18 , _r_2_19 , 640.0 , 93
_r_2_18 , _r_3 , 640.0 , 390
_r_2_18 , _r_3_14 , 320.0 , 94
_r_2_18 , _r_4 , 640.0 , 374
_r_2_18 , _r_4_11 , 320.0 , 110
_r_2_18 , _r_4_12 , 320.0 , 468
_r_2_18 , _r_4_13 , 320.0 , 93
_r_2_18 , _r_5 , 640.0 , 375
_r_2_18 , _r_5_6 , 640.0 , 109
_r_2_18 , _r_5_7 , 640.0 , 374
_r_2_18 , _r_8 , 512.0 , 109
_r_2_18 , _r_8_10 , 256.0 , 375
_r_2_18 , _r_8_9 , 256.0 , 93
_r_2_18 , card product , 640.0 , 390
_r_2_19 , _r_3 , 640.0 , 94
_r_2_19 , _r_3_14 , 320.0 , 437
_r_2_19 , _r_4 , 640.0 , 93
_r_2_19 , _r_4_11 , 320.0 , 375
_r_2_19 , _r_4_12 , 320.0 , 93
_r_2_19 , _r_4_13 , 320.0 , 406
_r_2_19 , _r_5 , 640.0 , 94
_r_2_19 , _r_5_6 , 640.0 , 390
_r_2_19 , _r_5_7 , 640.0 , 93
_r_2_19 , _r_8 , 512.0 , 390
_r_2_19 , _r_8_10 , 256.0 , 94
_r_2_19 , _r_8_9 , 256.0 , 359
_r_2_19 , card product , 640.0 , 109
_r_3 , _r_3_14 , 320.0 , 359
_r_3 , _r_4 , 640.0 , 93
_r_3 , _r_4_11 , 320.0 , 390
_r_3 , _r_4_12 , 320.0 , 94
_r_3 , _r_4_13 , 320.0 , 359
_r_3 , _r_5 , 640.0 , 93
_r_3 , _r_5_6 , 640.0 , 374
_r_3 , _r_5_7 , 640.0 , 94
_r_3 , _r_8 , 512.0 , 390
_r_3 , _r_8_10 , 256.0 , 93
_r_3 , _r_8_9 , 256.0 , 390
_r_3 , card product , 640.0 , 94
_r_3_14 , _r_4 , 320.0 , 374
_r_3_14 , _r_4_11 , 160.0 , 94
_r_3_14 , _r_4_12 , 160.0 , 374
_r_3_14 , _r_4_13 , 160.0 , 125
_r_3_14 , _r_5 , 320.0 , 375
_r_3_14 , _r_5_6 , 320.0 , 93
_r_3_14 , _r_5_7 , 320.0 , 375
_r_3_14 , _r_8 , 256.0 , 109
_r_3_14 , _r_8_10 , 128.0 , 374
_r_3_14 , _r_8_9 , 128.0 , 94
_r_3_14 , card product , 320.0 , 390
_r_4 , _r_4_11 , 320.0 , 93
_r_4 , _r_4_12 , 320.0 , 406
_r_4 , _r_4_13 , 320.0 , 94
_r_4 , _r_5 , 640.0 , 390
_r_4 , _r_5_6 , 640.0 , 93
_r_4 , _r_5_7 , 640.0 , 374
_r_4 , _r_8 , 512.0 , 94
_r_4 , _r_8_10 , 256.0 , 483
_r_4 , _r_8_9 , 256.0 , 94
_r_4 , card product , 640.0 , 374
_r_4_11 , _r_4_12 , 160.0 , 110
_r_4_11 , _r_4_13 , 160.0 , 374
_r_4_11 , _r_5 , 320.0 , 94
_r_4_11 , _r_5_6 , 320.0 , 390
_r_4_11 , _r_5_7 , 320.0 , 93
_r_4_11 , _r_8 , 256.0 , 453
_r_4_11 , _r_8_10 , 128.0 , 93
_r_4_11 , _r_8_9 , 128.0 , 406
_r_4_11 , card product , 320.0 , 140
_r_4_12 , _r_4_13 , 160.0 , 390
_r_4_12 , _r_5 , 320.0 , 94
_r_4_12 , _r_5_6 , 320.0 , 405
_r_4_12 , _r_5_7 , 320.0 , 94
_r_4_12 , _r_8 , 256.0 , 437
_r_4_12 , _r_8_10 , 128.0 , 93
_r_4_12 , _r_8_9 , 128.0 , 375
_r_4_12 , card product , 320.0 , 109
_r_4_13 , _r_5 , 320.0 , 374
_r_4_13 , _r_5_6 , 320.0 , 219
_r_4_13 , _r_5_7 , 320.0 , 437
_r_4_13 , _r_8 , 256.0 , 93
_r_4_13 , _r_8_10 , 128.0 , 421
_r_4_13 , _r_8_9 , 128.0 , 94
_r_4_13 , card product , 320.0 , 390
_r_5 , _r_5_6 , 640.0 , 94
_r_5 , _r_5_7 , 640.0 , 374
_r_5 , _r_8 , 512.0 , 94
_r_5 , _r_8_10 , 256.0 , 390
_r_5 , _r_8_9 , 256.0 , 93
_r_5 , card product , 640.0 , 406
_r_5_6 , _r_5_7 , 640.0 , 109
_r_5_6 , _r_8 , 512.0 , 359
_r_5_6 , _r_8_10 , 256.0 , 140
_r_5_6 , _r_8_9 , 256.0 , 359
_r_5_6 , card product , 640.0 , 109
_r_5_7 , _r_8 , 512.0 , 375
_r_5_7 , _r_8_10 , 256.0 , 93
_r_5_7 , _r_8_9 , 256.0 , 390
_r_5_7 , card product , 640.0 , 94
_r_8 , _r_8_10 , 256.0 , 374
_r_8 , _r_8_9 , 256.0 , 94
_r_8 , card product , 512.0 , 374
_r_8_10 , _r_8_9 , 128.0 , 109
_r_8_10 , card product , 256.0 , 375
_r_8_9 , card product , 256.0 , 109
47188,190
