FAMA-REAL-FM-5.xml , 20 , 132.0 , 94
_r_10_11_12 , _r_19_20_21 , 42.0 , 47
_r_10_11_12 , _r_19_20_22 , 42.0 , 218
_r_10_11_12 , _r_19_20_23 , 33.0 , 47
_r_10_11_12 , _r_19_20_24 , 36.0 , 218
_r_10_11_12 , _r_19_20_25 , 22.0 , 47
_r_10_11_12 , _r_19_20_26 , 22.0 , 218
_r_10_11_12 , _r_19_20_27 , 66.0 , 63
_r_10_11_12 , _r_1_2 , 66.0 , 203
_r_10_11_12 , _r_3 , 66.0 , 62
_r_10_11_12 , _r_3_4_5 , 66.0 , 218
_r_10_11_12 , _r_3_4_6 , 0.0 , 47
_r_10_11_13 , _r_15 , 0.0 , 219
_r_10_11_13 , _r_15_16_17 , 0.0 , 78
_r_10_11_13 , _r_15_16_18 , 0.0 , 218
_r_10_11_13 , _r_19 , 0.0 , 62
_r_10_11_13 , _r_19_20_21 , 0.0 , 219
_r_10_11_13 , _r_19_20_22 , 0.0 , 47
_r_10_11_13 , _r_19_20_23 , 0.0 , 218
_r_10_11_13 , _r_19_20_24 , 0.0 , 62
_r_10_11_13 , _r_19_20_25 , 0.0 , 234
_r_10_11_13 , _r_19_20_26 , 0.0 , 47
_r_10_11_13 , _r_19_20_27 , 0.0 , 234
_r_10_11_13 , _r_1_2 , 0.0 , 47
_r_10_11_13 , _r_3 , 0.0 , 218
_r_10_11_13 , _r_3_4_5 , 0.0 , 63
_r_10_11_13 , _r_3_4_6 , 0.0 , 203
_r_15 , _r_15_16_17 , 24.0 , 62
_r_15 , _r_15_16_18 , 12.0 , 203
_r_15 , _r_19 , 36.0 , 62
_r_15 , _r_19_20_21 , 36.0 , 234
_r_15 , _r_19_20_22 , 36.0 , 47
_r_15 , _r_19_20_23 , 18.0 , 218
_r_15 , _r_19_20_24 , 24.0 , 47
_r_15 , _r_19_20_25 , 12.0 , 219
_r_15 , _r_19_20_26 , 12.0 , 62
_r_15 , _r_19_20_27 , 36.0 , 203
_r_15 , _r_1_2 , 36.0 , 62
_r_15 , _r_3 , 36.0 , 219
_r_15 , _r_3_4_5 , 36.0 , 46
_r_15 , _r_3_4_6 , 0.0 , 219
_r_15_16_17 , _r_15_16_18 , 0.0 , 47
_r_15_16_17 , _r_19 , 24.0 , 234
_r_15_16_17 , _r_19_20_21 , 24.0 , 46
_r_15_16_17 , _r_19_20_22 , 24.0 , 219
_r_15_16_17 , _r_19_20_23 , 12.0 , 47
_r_15_16_17 , _r_19_20_24 , 12.0 , 234
_r_15_16_17 , _r_19_20_25 , 8.0 , 62
_r_15_16_17 , _r_19_20_26 , 8.0 , 203
_r_15_16_17 , _r_19_20_27 , 24.0 , 62
_r_15_16_17 , _r_1_2 , 24.0 , 203
_r_15_16_17 , _r_3 , 24.0 , 62
_r_15_16_17 , _r_3_4_5 , 24.0 , 219
_r_15_16_17 , _r_3_4_6 , 0.0 , 47
_r_15_16_18 , _r_19 , 12.0 , 218
_r_15_16_18 , _r_19_20_21 , 12.0 , 47
_r_15_16_18 , _r_19_20_22 , 12.0 , 218
_r_15_16_18 , _r_19_20_23 , 6.0 , 47
_r_15_16_18 , _r_19_20_24 , 12.0 , 218
_r_15_16_18 , _r_19_20_25 , 4.0 , 47
_r_15_16_18 , _r_19_20_26 , 4.0 , 172
_r_15_16_18 , _r_19_20_27 , 12.0 , 32
_r_15_16_18 , _r_1_2 , 12.0 , 171
_r_15_16_18 , _r_3 , 12.0 , 63
_r_15_16_18 , _r_3_4_5 , 12.0 , 171
_r_15_16_18 , _r_3_4_6 , 0.0 , 31
_r_19 , _r_19_20_21 , 84.0 , 188
_r_19 , _r_19_20_22 , 84.0 , 46
_r_19 , _r_19_20_23 , 66.0 , 172
_r_19 , _r_19_20_24 , 72.0 , 47
_r_19 , _r_19_20_25 , 44.0 , 156
_r_19 , _r_19_20_26 , 44.0 , 47
_r_19 , _r_19_20_27 , 132.0 , 171
_r_19 , _r_1_2 , 132.0 , 47
_r_19 , _r_3 , 132.0 , 156
_r_19 , _r_3_4_5 , 132.0 , 47
_r_19 , _r_3_4_6 , 0.0 , 187
_r_19_20_21 , _r_19_20_22 , 60.0 , 47
_r_19_20_21 , _r_19_20_23 , 42.0 , 156
_r_19_20_21 , _r_19_20_24 , 48.0 , 47
_r_19_20_21 , _r_19_20_25 , 28.0 , 171
_r_19_20_21 , _r_19_20_26 , 28.0 , 47
_r_19_20_21 , _r_19_20_27 , 84.0 , 156
_r_19_20_21 , _r_1_2 , 84.0 , 47
_r_19_20_21 , _r_3 , 84.0 , 171
_r_19_20_21 , _r_3_4_5 , 84.0 , 32
_r_19_20_21 , _r_3_4_6 , 0.0 , 171
_r_19_20_22 , _r_19_20_23 , 42.0 , 47
_r_19_20_22 , _r_19_20_24 , 48.0 , 156
_r_19_20_22 , _r_19_20_25 , 28.0 , 47
_r_19_20_22 , _r_19_20_26 , 28.0 , 171
_r_19_20_22 , _r_19_20_27 , 84.0 , 47
_r_19_20_22 , _r_1_2 , 84.0 , 156
_r_19_20_22 , _r_3 , 84.0 , 47
_r_19_20_22 , _r_3_4_5 , 84.0 , 172
_r_19_20_22 , _r_3_4_6 , 0.0 , 31
_r_19_20_23 , _r_19_20_24 , 36.0 , 171
_r_19_20_23 , _r_19_20_25 , 22.0 , 47
_r_19_20_23 , _r_19_20_26 , 22.0 , 172
_r_19_20_23 , _r_19_20_27 , 66.0 , 31
_r_19_20_23 , _r_1_2 , 66.0 , 172
_r_19_20_23 , _r_3 , 66.0 , 46
_r_19_20_23 , _r_3_4_5 , 66.0 , 172
_r_19_20_23 , _r_3_4_6 , 0.0 , 47
_r_19_20_24 , _r_19_20_25 , 24.0 , 156
_r_19_20_24 , _r_19_20_26 , 24.0 , 47
_r_19_20_24 , _r_19_20_27 , 72.0 , 171
_r_19_20_24 , _r_1_2 , 72.0 , 47
_r_19_20_24 , _r_3 , 72.0 , 172
_r_19_20_24 , _r_3_4_5 , 72.0 , 46
_r_19_20_24 , _r_3_4_6 , 0.0 , 156
_r_19_20_25 , _r_19_20_26 , 0.0 , 47
_r_19_20_25 , _r_19_20_27 , 44.0 , 156
_r_19_20_25 , _r_1_2 , 44.0 , 47
_r_19_20_25 , _r_3 , 44.0 , 172
_r_19_20_25 , _r_3_4_5 , 44.0 , 46
_r_19_20_25 , _r_3_4_6 , 0.0 , 172
_r_19_20_26 , _r_19_20_27 , 44.0 , 47
_r_19_20_26 , _r_1_2 , 44.0 , 156
_r_19_20_26 , _r_3 , 44.0 , 47
_r_19_20_26 , _r_3_4_5 , 44.0 , 171
_r_19_20_26 , _r_3_4_6 , 0.0 , 47
_r_19_20_27 , _r_1_2 , 132.0 , 156
_r_19_20_27 , _r_3 , 132.0 , 47
_r_19_20_27 , _r_3_4_5 , 132.0 , 171
_r_19_20_27 , _r_3_4_6 , 0.0 , 32
_r_1_2 , _r_3 , 132.0 , 171
_r_1_2 , _r_3_4_5 , 132.0 , 47
_r_1_2 , _r_3_4_6 , 0.0 , 172
_r_3 , _r_3_4_5 , 132.0 , 46
_r_3 , _r_3_4_6 , 0.0 , 156
_r_3_4_5 , _r_3_4_6 , 0.0 , 47
23867,190
