FAMA-REAL-FM-15.xml , 25 , 240.0 , 63
case_sensitivity , each_line , 72.0 , 203
case_sensitivity , explicit , 204.0 , 63
case_sensitivity , file , 160.0 , 202
case_sensitivity , implicit , 36.0 , 63
case_sensitivity , implicit_invocation , 72.0 , 203
case_sensitivity , input_output , 240.0 , 62
case_sensitivity , insensitive , 120.0 , 203
case_sensitivity , kwic , 240.0 , 62
case_sensitivity , noise_words , 84.0 , 203
case_sensitivity , order , 240.0 , 62
case_sensitivity , pipe_and_filter , 24.0 , 203
case_sensitivity , sensitive , 120.0 , 63
case_sensitivity , shared_data , 72.0 , 202
case_sensitivity , shift_data , 240.0 , 63
case_sensitivity , shift_processing , 168.0 , 203
circular_shift , compression , 168.0 , 47
circular_shift , console , 160.0 , 203
circular_shift , descendant , 120.0 , 62
circular_shift , each_line , 72.0 , 203
circular_shift , explicit , 204.0 , 62
circular_shift , file , 160.0 , 203
circular_shift , implicit , 36.0 , 63
circular_shift , implicit_invocation , 72.0 , 202
circular_shift , input_output , 240.0 , 63
circular_shift , insensitive , 120.0 , 203
circular_shift , kwic , 240.0 , 46
circular_shift , noise_words , 84.0 , 219
circular_shift , order , 240.0 , 62
circular_shift , pipe_and_filter , 24.0 , 203
circular_shift , sensitive , 120.0 , 62
circular_shift , shared_data , 72.0 , 203
circular_shift , shift_data , 240.0 , 47
circular_shift , shift_processing , 168.0 , 203
compression , console , 112.0 , 62
compression , descendant , 84.0 , 219
compression , each_line , 72.0 , 62
compression , explicit , 168.0 , 203
compression , file , 112.0 , 47
compression , implicit , 0.0 , 203
compression , implicit_invocation , 48.0 , 47
compression , input_output , 168.0 , 203
compression , insensitive , 84.0 , 62
compression , kwic , 168.0 , 218
compression , noise_words , 84.0 , 47
compression , order , 168.0 , 219
compression , pipe_and_filter , 24.0 , 46
compression , sensitive , 84.0 , 219
compression , shared_data , 48.0 , 47
compression , shift_data , 168.0 , 234
compression , shift_processing , 168.0 , 46
console , descendant , 80.0 , 219
console , each_line , 48.0 , 78
console , explicit , 136.0 , 203
console , file , 80.0 , 62
console , implicit , 24.0 , 203
console , implicit_invocation , 48.0 , 62
console , input_output , 160.0 , 219
console , insensitive , 80.0 , 46
console , kwic , 160.0 , 234
console , noise_words , 56.0 , 63
console , order , 160.0 , 203
console , pipe_and_filter , 16.0 , 62
console , sensitive , 80.0 , 203
console , shared_data , 48.0 , 78
console , shift_data , 160.0 , 218
console , shift_processing , 112.0 , 78
descendant , each_line , 36.0 , 219
descendant , explicit , 102.0 , 62
descendant , file , 80.0 , 218
descendant , implicit , 18.0 , 47
descendant , implicit_invocation , 36.0 , 219
descendant , input_output , 120.0 , 62
descendant , insensitive , 60.0 , 203
descendant , kwic , 120.0 , 62
descendant , noise_words , 42.0 , 219
descendant , order , 120.0 , 62
descendant , pipe_and_filter , 12.0 , 203
descendant , sensitive , 60.0 , 62
descendant , shared_data , 36.0 , 203
descendant , shift_data , 120.0 , 62
descendant , shift_processing , 84.0 , 219
each_line , explicit , 72.0 , 62
each_line , file , 48.0 , 219
each_line , implicit , 0.0 , 46
each_line , implicit_invocation , 24.0 , 219
each_line , input_output , 72.0 , 47
each_line , insensitive , 36.0 , 218
each_line , kwic , 72.0 , 62
each_line , noise_words , 36.0 , 203
each_line , order , 72.0 , 63
each_line , pipe_and_filter , 0.0 , 202
each_line , sensitive , 36.0 , 63
each_line , shared_data , 24.0 , 203
each_line , shift_data , 72.0 , 78
each_line , shift_processing , 72.0 , 202
explicit , file , 136.0 , 63
explicit , implicit , 0.0 , 218
explicit , implicit_invocation , 60.0 , 63
explicit , input_output , 204.0 , 202
explicit , insensitive , 102.0 , 63
explicit , kwic , 204.0 , 203
explicit , noise_words , 84.0 , 62
explicit , order , 204.0 , 203
explicit , pipe_and_filter , 24.0 , 62
explicit , sensitive , 102.0 , 219
explicit , shared_data , 60.0 , 62
explicit , shift_data , 204.0 , 203
explicit , shift_processing , 168.0 , 62
file , implicit , 24.0 , 203
file , implicit_invocation , 48.0 , 62
file , input_output , 160.0 , 203
file , insensitive , 80.0 , 47
file , kwic , 160.0 , 218
file , noise_words , 56.0 , 47
file , order , 160.0 , 218
file , pipe_and_filter , 16.0 , 63
file , sensitive , 80.0 , 218
file , shared_data , 48.0 , 47
file , shift_data , 160.0 , 218
file , shift_processing , 112.0 , 47
implicit , implicit_invocation , 12.0 , 218
implicit , input_output , 36.0 , 47
implicit , insensitive , 18.0 , 219
implicit , kwic , 36.0 , 62
implicit , noise_words , 0.0 , 203
implicit , order , 36.0 , 62
implicit , pipe_and_filter , 0.0 , 219
implicit , sensitive , 18.0 , 46
implicit , shared_data , 12.0 , 219
implicit , shift_data , 36.0 , 47
implicit , shift_processing , 0.0 , 218
implicit_invocation , input_output , 72.0 , 62
implicit_invocation , insensitive , 36.0 , 203
implicit_invocation , kwic , 72.0 , 63
implicit_invocation , noise_words , 24.0 , 218
implicit_invocation , order , 72.0 , 47
implicit_invocation , pipe_and_filter , 0.0 , 218
implicit_invocation , sensitive , 36.0 , 47
implicit_invocation , shared_data , 0.0 , 218
implicit_invocation , shift_data , 72.0 , 63
implicit_invocation , shift_processing , 48.0 , 218
input_output , insensitive , 120.0 , 47
input_output , kwic , 240.0 , 218
input_output , noise_words , 84.0 , 63
input_output , order , 240.0 , 203
input_output , pipe_and_filter , 24.0 , 62
input_output , sensitive , 120.0 , 218
input_output , shared_data , 72.0 , 47
input_output , shift_data , 240.0 , 234
input_output , shift_processing , 168.0 , 63
insensitive , kwic , 120.0 , 202
insensitive , noise_words , 42.0 , 63
insensitive , order , 120.0 , 203
insensitive , pipe_and_filter , 12.0 , 78
insensitive , sensitive , 0.0 , 218
insensitive , shared_data , 36.0 , 47
insensitive , shift_data , 120.0 , 218
insensitive , shift_processing , 84.0 , 63
kwic , noise_words , 84.0 , 202
kwic , order , 240.0 , 63
kwic , pipe_and_filter , 24.0 , 203
kwic , sensitive , 120.0 , 62
kwic , shared_data , 72.0 , 218
kwic , shift_data , 240.0 , 63
kwic , shift_processing , 168.0 , 218
noise_words , order , 84.0 , 47
noise_words , pipe_and_filter , 12.0 , 218
noise_words , sensitive , 42.0 , 47
noise_words , shared_data , 24.0 , 219
noise_words , shift_data , 84.0 , 62
noise_words , shift_processing , 84.0 , 218
order , pipe_and_filter , 24.0 , 63
order , sensitive , 120.0 , 218
order , shared_data , 72.0 , 63
order , shift_data , 240.0 , 265
order , shift_processing , 168.0 , 62
pipe_and_filter , sensitive , 12.0 , 203
pipe_and_filter , shared_data , 0.0 , 62
pipe_and_filter , shift_data , 24.0 , 219
pipe_and_filter , shift_processing , 24.0 , 47
sensitive , shared_data , 36.0 , 218
sensitive , shift_data , 120.0 , 62
sensitive , shift_processing , 84.0 , 219
shared_data , shift_data , 72.0 , 62
shared_data , shift_processing , 48.0 , 219
shift_data , shift_processing , 168.0 , 46
40546,300
