FAMA-model_20100308_1032655961.xml , 15 , 61.0 , 188
_r_1_2 , _r_1_2_5 , 28.0 , 47
_r_1_2 , _r_1_3 , 61.0 , 140
_r_1_2 , _r_6 , 52.0 , 31
_r_1_2 , _r_6_7 , 26.0 , 141
_r_1_2 , _r_6_8 , 16.0 , 31
_r_1_2 , _r_6_9 , 26.0 , 140
_r_1_2_4 , _r_1_2_5 , 28.0 , 31
_r_1_2_4 , _r_1_3 , 61.0 , 141
_r_1_2_4 , _r_6 , 52.0 , 31
_r_1_2_4 , _r_6_7 , 26.0 , 125
_r_1_2_4 , _r_6_8 , 16.0 , 47
_r_1_2_4 , _r_6_9 , 26.0 , 140
_r_1_2_5 , _r_1_3 , 28.0 , 31
_r_1_2_5 , _r_6 , 24.0 , 141
_r_1_2_5 , _r_6_7 , 12.0 , 31
_r_1_2_5 , _r_6_8 , 8.0 , 140
_r_1_2_5 , _r_6_9 , 12.0 , 31
_r_1_3 , _r_6 , 52.0 , 141
_r_1_3 , _r_6_7 , 26.0 , 31
_r_1_3 , _r_6_8 , 16.0 , 156
_r_1_3 , _r_6_9 , 26.0 , 31
_r_6 , _r_6_7 , 26.0 , 141
_r_6 , _r_6_8 , 16.0 , 31
_r_6 , _r_6_9 , 26.0 , 140
_r_6_7 , _r_6_8 , 8.0 , 31
_r_6_7 , _r_6_9 , 13.0 , 141
_r_6_8 , _r_6_9 , 8.0 , 31
9063,105
